DropNo,X,Y,Diameter,Elongation,Circularity,Intensity,Plate,Well,Target,Field,XPos,YPos,Date        ,Time    ,ImageFile
13173,Transmission,,,,,,1,A1,1,11,19,21,12/8/22,12:39:42 PM,20221208_123942391_Printed_T1_F11_R21_C19_Trans__Run.png
13173,259.56,140.73,29.96,1.66,1.06,149.62,,,,,,,,,
13309,Transmission,,,,,,1,A1,1,11,37,21,12/8/22,12:39:52 PM,20221208_123952480_Printed_T1_F11_R21_C37_Trans__Run.png
13309,256.73,138.53,23.24,1.71,1.07,150.56,,,,,,,,,
13436,Transmission,,,,,,1,A1,1,11,55,21,12/8/22,12:40:02 PM,20221208_124002065_Printed_T1_F11_R21_C55_Trans__Run.png
13436,239.22,151.28,22.81,1.82,1.09,153.83,,,,,,,,,
13445,Transmission,,,,,,1,A1,1,11,1,27,12/8/22,12:40:04 PM,20221208_124004116_Printed_T1_F11_R27_C1_Trans__Run.png
13445,240.12,158.11,29.64,1.71,1.07,149.18,,,,,,,,,
13485,Transmission,,,,,,1,A1,1,11,19,27,12/8/22,12:40:07 PM,20221208_124007983_Printed_T1_F11_R27_C19_Trans__Run.png
13485,334.62,151.04,25.9,1.42,1.03,144.41,,,,,,,,,
13529,Transmission,,,,,,1,A1,1,11,37,27,12/8/22,12:40:12 PM,20221208_124012167_Printed_T1_F11_R27_C37_Trans__Run.png
13529,345.77,135.54,29.63,1.68,1.07,145.65,,,,,,,,,
13664,Transmission,,,,,,1,A1,1,11,55,27,12/8/22,12:40:22 PM,20221208_124022255_Printed_T1_F11_R27_C55_Trans__Run.png
13664,324.1,151.13,30.72,1.79,1.08,153.89,,,,,,,,,
13722,Transmission,,,,,,1,A1,1,11,1,45,12/8/22,12:40:27 PM,20221208_124027454_Printed_T1_F11_R45_C1_Trans__Run.png
13722,215.04,140.76,24.44,1.57,1.05,144.57,,,,,,,,,
13734,Transmission,,,,,,1,A1,1,11,19,45,12/8/22,12:40:29 PM,20221208_124029652_Printed_T1_F11_R45_C19_Trans__Run.png
13734,319.41,163.22,28.51,1.58,1.05,157.08,,,,,,,,,
13863,Transmission,,,,,,1,A1,1,11,37,45,12/8/22,12:40:39 PM,20221208_124039332_Printed_T1_F11_R45_C37_Trans__Run.png
13863,227.62,161.57,28.3,1.68,1.07,155.93,,,,,,,,,
14147,Transmission,,,,,,1,A1,1,11,55,45,12/8/22,12:40:58 PM,20221208_124058939_Printed_T1_F11_R45_C55_Trans__Run.png
14147,232.13,155.87,26.41,1.52,1.04,138.96,,,,,,,,,
14240,Transmission,,,,,,1,A1,1,11,1,51,12/8/22,12:41:06 PM,20221208_124106311_Printed_T1_F11_R51_C1_Trans__Run.png
14240,208.46,143.08,25.52,1.75,1.08,146.64,,,,,,,,,
14392,Transmission,,,,,,1,A1,1,11,19,51,12/8/22,12:41:17 PM,20221208_124117413_Printed_T1_F11_R51_C19_Trans__Run.png
14392,209.32,162.8,29.53,1.58,1.05,145.42,,,,,,,,,
14711,Transmission,,,,,,1,A1,1,11,37,51,12/8/22,12:41:39 PM,20221208_124139166_Printed_T1_F11_R51_C37_Trans__Run.png
14711,222.61,163.79,29.01,1.57,1.05,148.32,,,,,,,,,
14747,Transmission,,,,,,1,A1,1,11,55,51,12/8/22,12:41:42 PM,20221208_124142881_Printed_T1_F11_R51_C55_Trans__Run.png
14747,334.88,164.14,26.57,1.66,1.06,153.86,,,,,,,,,
14791,Transmission,,,,,,1,A1,1,11,1,63,12/8/22,12:41:47 PM,20221208_124147253_Printed_T1_F11_R63_C1_Trans__Run.png
14791,217.36,137.26,26.41,1.82,1.09,143.35,,,,,,,,,
14954,Transmission,,,,,,1,A1,1,11,19,63,12/8/22,12:41:59 PM,20221208_124159166_Printed_T1_F11_R63_C19_Trans__Run.png
14954,309.61,133.5,27.03,1.77,1.08,145.56,,,,,,,,,
14957,Transmission,,,,,,1,A1,1,11,37,63,12/8/22,12:42:00 PM,20221208_124200796_Printed_T1_F11_R63_C37_Trans__Run.png
14957,289.96,161.82,23.54,1.81,1.09,159.67,,,,,,,,,
14976,Transmission,,,,,,1,A1,1,11,55,63,12/8/22,12:42:03 PM,20221208_124203465_Printed_T1_F11_R63_C55_Trans__Run.png
14976,343.35,167.19,24.68,1.61,1.06,148.91,,,,,,,,,
14992,Transmission,,,,,,1,A1,1,12,1,21,12/8/22,12:42:05 PM,20221208_124205993_Printed_T1_F12_R21_C1_Trans__Run.png
14992,238.56,161.7,31.48,1.55,1.05,151.52,,,,,,,,,
15012,Transmission,,,,,,1,A1,1,12,19,21,12/8/22,12:42:08 PM,20221208_124208794_Printed_T1_F12_R21_C19_Trans__Run.png
