DropNo,X,Y,Diameter,Elongation,Circularity,Intensity,Plate,Well,Target,Field,XPos,YPos,Date        ,Time    ,ImageFile
10473,209.4,161.26,26.67,1.51,1.04,144.46,,,,,,,,,
10493,Transmission,,,,,,1,A1,1,9,37,39,12/8/22,12:14:24 PM,20221208_121424765_Printed_T1_F9_R39_C37_Trans__Run.png
10493,228.5,157.8,24.46,1.67,1.07,156.74,,,,,,,,,
10513,Transmission,,,,,,1,A1,1,9,55,39,12/8/22,12:14:27 PM,20221208_121427453_Printed_T1_F9_R39_C55_Trans__Run.png
10513,332.75,143.06,24.34,1.94,1.11,147.59,,,,,,,,,
10560,Transmission,,,,,,1,A1,1,9,19,57,12/8/22,12:14:31 PM,20221208_121431946_Printed_T1_F9_R57_C19_Trans__Run.png
10560,229.62,136.84,22.82,1.59,1.05,137.8,,,,,,,,,
10570,Transmission,,,,,,1,A1,1,9,37,57,12/8/22,12:14:34 PM,20221208_121434048_Printed_T1_F9_R57_C37_Trans__Run.png
10570,203.32,155.24,29.88,1.66,1.06,154,,,,,,,,,
10587,Transmission,,,,,,1,A1,1,9,55,57,12/8/22,12:14:36 PM,20221208_121436603_Printed_T1_F9_R57_C55_Trans__Run.png
10587,228.71,164.55,24.46,1.69,1.07,153.67,,,,,,,,,
10607,Transmission,,,,,,1,A1,1,13,19,9,12/8/22,12:14:39 PM,20221208_121439326_Printed_T1_F13_R9_C19_Trans__Run.png
10607,282.85,148.73,22.21,1.65,1.06,148.21,,,,,,,,,
10652,Transmission,,,,,,1,A1,1,13,37,9,12/8/22,12:14:43 PM,20221208_121443874_Printed_T1_F13_R9_C37_Trans__Run.png
10652,278.56,159.36,28.12,1.65,1.06,146.43,,,,,,,,,
10669,Transmission,,,,,,1,A1,1,13,55,9,12/8/22,12:14:46 PM,20221208_121446553_Printed_T1_F13_R9_C55_Trans__Run.png
10669,238.41,164.17,24.35,1.74,1.08,156.52,,,,,,,,,
10691,Transmission,,,,,,1,A1,1,13,19,15,12/8/22,12:14:49 PM,20221208_121449569_Printed_T1_F13_R15_C19_Trans__Run.png
10691,300.59,141.22,24.98,1.54,1.05,139.71,,,,,,,,,
10728,Transmission,,,,,,1,A1,1,13,37,15,12/8/22,12:14:53 PM,20221208_121453553_Printed_T1_F13_R15_C37_Trans__Run.png
10728,200.38,155.96,21.42,1.45,1.03,136.97,,,,,,,,,
10792,Transmission,,,,,,1,A1,1,13,55,15,12/8/22,12:14:59 PM,20221208_121459261_Printed_T1_F13_R15_C55_Trans__Run.png
10792,340.42,171.04,23.04,1.83,1.09,147.56,,,,,,,,,
10797,Transmission,,,,,,1,A1,1,13,19,33,12/8/22,12:15:01 PM,20221208_121501208_Printed_T1_F13_R33_C19_Trans__Run.png
10797,286.77,164.06,25.82,1.76,1.08,148.85,,,,,,,,,
10840,Transmission,,,,,,1,A1,1,13,37,33,12/8/22,12:15:05 PM,20221208_121505598_Printed_T1_F13_R33_C37_Trans__Run.png
10840,193.83,163.29,24.46,1.73,1.07,144.96,,,,,,,,,
10936,Transmission,,,,,,1,A1,1,13,55,33,12/8/22,12:15:13 PM,20221208_121513462_Printed_T1_F13_R33_C55_Trans__Run.png
10936,225.34,145.48,24.51,1.61,1.06,146.38,,,,,,,,,
10940,Transmission,,,,,,1,A1,1,13,19,39,12/8/22,12:15:15 PM,20221208_121515360_Printed_T1_F13_R39_C19_Trans__Run.png
10940,278.34,138.27,25.08,1.87,1.1,148.42,,,,,,,,,
10971,Transmission,,,,,,1,A1,1,13,37,39,12/8/22,12:15:19 PM,20221208_121519044_Printed_T1_F13_R39_C37_Trans__Run.png
10971,331.41,157.21,27.83,1.41,1.03,143.24,,,,,,,,,
11016,Transmission,,,,,,1,A1,1,13,55,39,12/8/22,12:15:23 PM,20221208_121523627_Printed_T1_F13_R39_C55_Trans__Run.png
11016,307.11,156.61,27.94,1.62,1.06,152.53,,,,,,,,,
11050,Transmission,,,,,,1,A1,1,13,19,57,12/8/22,12:15:27 PM,20221208_121527490_Printed_T1_F13_R57_C19_Trans__Run.png
11050,249.88,147.49,26.37,1.64,1.06,149.75,,,,,,,,,
11080,Transmission,,,,,,1,A1,1,13,37,57,12/8/22,12:15:31 PM,20221208_121531179_Printed_T1_F13_R57_C37_Trans__Run.png
11080,205.5,152.63,20.73,1.78,1.08,147.01,,,,,,,,,
11094,Transmission,,,,,,1,A1,1,13,55,57,12/8/22,12:15:33 PM,20221208_121533854_Printed_T1_F13_R57_C55_Trans__Run.png
11094,189.81,157.49,28.36,1.67,1.07,150.02,,,,,,,,,
